# Assembly name:  ASM161421v1
# Organism name:  Nannochloropsis gaditana (eukaryotes)
# Infraspecific name:  strain=CCMP527
# Taxid:          72520
# BioSample:      SAMN04613695
# BioProject:     PRJNA65109
# Submitter:      Qingdao Institute of Bioenergy and Bioprocess Technology, Chinese Academy of Sciences
# Date:           2016-04-08
# Assembly type:  haploid
# Release type:   major
# Assembly level: Contig
# Genome representation: full
# WGS project:    AFGN01
# Assembly method: Velvet v. 1.0.14
# Genome coverage: 30x
# Sequencing technology: Illumina GA IIx
# GenBank assembly accession: GCA_001614215.1
#
## Assembly-Units:
## GenBank Unit Accession	RefSeq Unit Accession	Assembly-Unit name
## GCA_001614265.1		Primary Assembly
#
# Ordered by chromosome/plasmid; the chromosomes/plasmids are followed by
# unlocalized scaffolds.
# Unplaced scaffolds are listed at the end.
# RefSeq is equal or derived from GenBank object.
#
# Sequence-Name	Sequence-Role	Assigned-Molecule	Assigned-Molecule-Location/Type	GenBank-Accn	Relationship	RefSeq-Accn	Assembly-Unit	Sequence-Length	UCSC-style-name
contig817	unplaced-scaffold	na	na	AFGN01000281.1	<>	na	Primary Assembly	1713	na
contig818	unplaced-scaffold	na	na	AFGN01000282.1	<>	na	Primary Assembly	10000	na
contig819	unplaced-scaffold	na	na	AFGN01000283.1	<>	na	Primary Assembly	1317	na
contig821	unplaced-scaffold	na	na	AFGN01000284.1	<>	na	Primary Assembly	4863	na
contig822	unplaced-scaffold	na	na	AFGN01000285.1	<>	na	Primary Assembly	679	na
contig823	unplaced-scaffold	na	na	AFGN01000286.1	<>	na	Primary Assembly	12675	na
contig824	unplaced-scaffold	na	na	AFGN01000287.1	<>	na	Primary Assembly	7228	na
contig825	unplaced-scaffold	na	na	AFGN01000288.1	<>	na	Primary Assembly	3078	na
contig826	unplaced-scaffold	na	na	AFGN01000289.1	<>	na	Primary Assembly	13801	na
contig827	unplaced-scaffold	na	na	AFGN01000290.1	<>	na	Primary Assembly	11606	na
contig828_1	unplaced-scaffold	na	na	AFGN01000291.1	<>	na	Primary Assembly	32392	na
contig828_2	unplaced-scaffold	na	na	AFGN01000292.1	<>	na	Primary Assembly	61577	na
contig840	unplaced-scaffold	na	na	AFGN01000293.1	<>	na	Primary Assembly	11546	na
contig842	unplaced-scaffold	na	na	AFGN01000294.1	<>	na	Primary Assembly	77807	na
contig844	unplaced-scaffold	na	na	AFGN01000295.1	<>	na	Primary Assembly	260	na
contig845	unplaced-scaffold	na	na	AFGN01000296.1	<>	na	Primary Assembly	3592	na
contig849	unplaced-scaffold	na	na	AFGN01000297.1	<>	na	Primary Assembly	5422	na
contig850	unplaced-scaffold	na	na	AFGN01000298.1	<>	na	Primary Assembly	4361	na
contig851	unplaced-scaffold	na	na	AFGN01000299.1	<>	na	Primary Assembly	9034	na
contig858	unplaced-scaffold	na	na	AFGN01000300.1	<>	na	Primary Assembly	8809	na
contig859	unplaced-scaffold	na	na	AFGN01000301.1	<>	na	Primary Assembly	4616	na
contig860_1	unplaced-scaffold	na	na	AFGN01000302.1	<>	na	Primary Assembly	12590	na
contig860_2	unplaced-scaffold	na	na	AFGN01000303.1	<>	na	Primary Assembly	27642	na
contig861	unplaced-scaffold	na	na	AFGN01000304.1	<>	na	Primary Assembly	33295	na
contig865	unplaced-scaffold	na	na	AFGN01000305.1	<>	na	Primary Assembly	620	na
contig872	unplaced-scaffold	na	na	AFGN01000306.1	<>	na	Primary Assembly	26893	na
contig873	unplaced-scaffold	na	na	AFGN01000307.1	<>	na	Primary Assembly	10628	na
contig877	unplaced-scaffold	na	na	AFGN01000308.1	<>	na	Primary Assembly	624	na
contig878	unplaced-scaffold	na	na	AFGN01000309.1	<>	na	Primary Assembly	2591	na
contig883	unplaced-scaffold	na	na	AFGN01000310.1	<>	na	Primary Assembly	11516	na
contig885	unplaced-scaffold	na	na	AFGN01000311.1	<>	na	Primary Assembly	229	na
contig886_1	unplaced-scaffold	na	na	AFGN01000312.1	<>	na	Primary Assembly	1419	na
contig886_2	unplaced-scaffold	na	na	AFGN01000313.1	<>	na	Primary Assembly	16462	na
contig890_1	unplaced-scaffold	na	na	AFGN01000314.1	<>	na	Primary Assembly	4911	na
contig890_2	unplaced-scaffold	na	na	AFGN01000315.1	<>	na	Primary Assembly	23386	na
contig893	unplaced-scaffold	na	na	AFGN01000316.1	<>	na	Primary Assembly	30810	na
contig894	unplaced-scaffold	na	na	AFGN01000317.1	<>	na	Primary Assembly	4710	na
contig895	unplaced-scaffold	na	na	AFGN01000318.1	<>	na	Primary Assembly	3569	na
contig896	unplaced-scaffold	na	na	AFGN01000319.1	<>	na	Primary Assembly	9278	na
contig914	unplaced-scaffold	na	na	AFGN01000320.1	<>	na	Primary Assembly	8017	na
contig915_1	unplaced-scaffold	na	na	AFGN01000321.1	<>	na	Primary Assembly	19552	na
contig915_2	unplaced-scaffold	na	na	AFGN01000322.1	<>	na	Primary Assembly	11670	na
contig916_1	unplaced-scaffold	na	na	AFGN01000323.1	<>	na	Primary Assembly	20432	na
contig916_2	unplaced-scaffold	na	na	AFGN01000324.1	<>	na	Primary Assembly	10462	na
contig917	unplaced-scaffold	na	na	AFGN01000325.1	<>	na	Primary Assembly	2977	na
contig918	unplaced-scaffold	na	na	AFGN01000326.1	<>	na	Primary Assembly	6451	na
contig920	unplaced-scaffold	na	na	AFGN01000327.1	<>	na	Primary Assembly	2310	na
contig921	unplaced-scaffold	na	na	AFGN01000328.1	<>	na	Primary Assembly	1145	na
contig924	unplaced-scaffold	na	na	AFGN01000329.1	<>	na	Primary Assembly	6382	na
contig927	unplaced-scaffold	na	na	AFGN01000330.1	<>	na	Primary Assembly	3326	na
contig928	unplaced-scaffold	na	na	AFGN01000331.1	<>	na	Primary Assembly	3518	na
contig930	unplaced-scaffold	na	na	AFGN01000332.1	<>	na	Primary Assembly	384	na
contig942	unplaced-scaffold	na	na	AFGN01000333.1	<>	na	Primary Assembly	5857	na
contig943	unplaced-scaffold	na	na	AFGN01000334.1	<>	na	Primary Assembly	2036	na
contig944	unplaced-scaffold	na	na	AFGN01000335.1	<>	na	Primary Assembly	19528	na
contig947	unplaced-scaffold	na	na	AFGN01000336.1	<>	na	Primary Assembly	4535	na
contig948	unplaced-scaffold	na	na	AFGN01000337.1	<>	na	Primary Assembly	7561	na
contig949	unplaced-scaffold	na	na	AFGN01000338.1	<>	na	Primary Assembly	10333	na
contig950	unplaced-scaffold	na	na	AFGN01000339.1	<>	na	Primary Assembly	3655	na
contig951	unplaced-scaffold	na	na	AFGN01000340.1	<>	na	Primary Assembly	3035	na
contig971	unplaced-scaffold	na	na	AFGN01000341.1	<>	na	Primary Assembly	4561	na
contig972	unplaced-scaffold	na	na	AFGN01000342.1	<>	na	Primary Assembly	1139	na
contig973_1	unplaced-scaffold	na	na	AFGN01000343.1	<>	na	Primary Assembly	2489	na
contig973_2	unplaced-scaffold	na	na	AFGN01000344.1	<>	na	Primary Assembly	3446	na
contig976	unplaced-scaffold	na	na	AFGN01000345.1	<>	na	Primary Assembly	248	na
contig979	unplaced-scaffold	na	na	AFGN01000346.1	<>	na	Primary Assembly	2636	na
contig980	unplaced-scaffold	na	na	AFGN01000347.1	<>	na	Primary Assembly	3230	na
contig981	unplaced-scaffold	na	na	AFGN01000348.1	<>	na	Primary Assembly	577	na
contig985	unplaced-scaffold	na	na	AFGN01000349.1	<>	na	Primary Assembly	968	na
contig991	unplaced-scaffold	na	na	AFGN01000350.1	<>	na	Primary Assembly	220	na
contig994	unplaced-scaffold	na	na	AFGN01000351.1	<>	na	Primary Assembly	4286	na
contig995	unplaced-scaffold	na	na	AFGN01000352.1	<>	na	Primary Assembly	2435	na
contig996	unplaced-scaffold	na	na	AFGN01000353.1	<>	na	Primary Assembly	2183	na
contig1000	unplaced-scaffold	na	na	AFGN01000354.1	<>	na	Primary Assembly	7437	na
contig1001	unplaced-scaffold	na	na	AFGN01000355.1	<>	na	Primary Assembly	330	na
contig1007	unplaced-scaffold	na	na	AFGN01000356.1	<>	na	Primary Assembly	596	na
contig1016	unplaced-scaffold	na	na	AFGN01000357.1	<>	na	Primary Assembly	11332	na
contig1019	unplaced-scaffold	na	na	AFGN01000358.1	<>	na	Primary Assembly	293	na
contig1020_1	unplaced-scaffold	na	na	AFGN01000359.1	<>	na	Primary Assembly	90595	na
contig1020_2	unplaced-scaffold	na	na	AFGN01000360.1	<>	na	Primary Assembly	10813	na
contig1021	unplaced-scaffold	na	na	AFGN01000361.1	<>	na	Primary Assembly	1827	na
contig1023	unplaced-scaffold	na	na	AFGN01000362.1	<>	na	Primary Assembly	15116	na
contig1024	unplaced-scaffold	na	na	AFGN01000363.1	<>	na	Primary Assembly	2335	na
contig1027_1	unplaced-scaffold	na	na	AFGN01000364.1	<>	na	Primary Assembly	15403	na
contig1027_2	unplaced-scaffold	na	na	AFGN01000365.1	<>	na	Primary Assembly	31215	na
contig1028	unplaced-scaffold	na	na	AFGN01000366.1	<>	na	Primary Assembly	2999	na
contig1037	unplaced-scaffold	na	na	AFGN01000367.1	<>	na	Primary Assembly	1284	na
contig1038	unplaced-scaffold	na	na	AFGN01000368.1	<>	na	Primary Assembly	4044	na
contig1039	unplaced-scaffold	na	na	AFGN01000369.1	<>	na	Primary Assembly	7185	na
contig1040	unplaced-scaffold	na	na	AFGN01000370.1	<>	na	Primary Assembly	23060	na
contig1041	unplaced-scaffold	na	na	AFGN01000371.1	<>	na	Primary Assembly	1107	na
contig1045	unplaced-scaffold	na	na	AFGN01000372.1	<>	na	Primary Assembly	793	na
contig1046	unplaced-scaffold	na	na	AFGN01000373.1	<>	na	Primary Assembly	12330	na
contig1070	unplaced-scaffold	na	na	AFGN01000374.1	<>	na	Primary Assembly	6659	na
contig1071	unplaced-scaffold	na	na	AFGN01000375.1	<>	na	Primary Assembly	2018	na
contig1072	unplaced-scaffold	na	na	AFGN01000376.1	<>	na	Primary Assembly	5861	na
contig1073	unplaced-scaffold	na	na	AFGN01000377.1	<>	na	Primary Assembly	671	na
contig1074_1	unplaced-scaffold	na	na	AFGN01000378.1	<>	na	Primary Assembly	19388	na
contig1074_2	unplaced-scaffold	na	na	AFGN01000379.1	<>	na	Primary Assembly	5569	na
contig1082	unplaced-scaffold	na	na	AFGN01000380.1	<>	na	Primary Assembly	246	na
contig1084	unplaced-scaffold	na	na	AFGN01000381.1	<>	na	Primary Assembly	402	na
contig1086	unplaced-scaffold	na	na	AFGN01000382.1	<>	na	Primary Assembly	15555	na
contig1089	unplaced-scaffold	na	na	AFGN01000383.1	<>	na	Primary Assembly	484	na
contig1090_1	unplaced-scaffold	na	na	AFGN01000384.1	<>	na	Primary Assembly	10389	na
contig1090_2	unplaced-scaffold	na	na	AFGN01000385.1	<>	na	Primary Assembly	10728	na
contig1091_1	unplaced-scaffold	na	na	AFGN01000386.1	<>	na	Primary Assembly	2126	na
contig1091_2	unplaced-scaffold	na	na	AFGN01000387.1	<>	na	Primary Assembly	538	na
contig1092	unplaced-scaffold	na	na	AFGN01000388.1	<>	na	Primary Assembly	8530	na
contig1093	unplaced-scaffold	na	na	AFGN01000389.1	<>	na	Primary Assembly	2623	na
contig1094	unplaced-scaffold	na	na	AFGN01000390.1	<>	na	Primary Assembly	1699	na
contig1096	unplaced-scaffold	na	na	AFGN01000391.1	<>	na	Primary Assembly	2817	na
contig1097_1	unplaced-scaffold	na	na	AFGN01000392.1	<>	na	Primary Assembly	2219	na
contig1097_2	unplaced-scaffold	na	na	AFGN01000393.1	<>	na	Primary Assembly	3649	na
contig1098_1	unplaced-scaffold	na	na	AFGN01000394.1	<>	na	Primary Assembly	49333	na
contig1098_2	unplaced-scaffold	na	na	AFGN01000395.1	<>	na	Primary Assembly	8918	na
contig1099_1	unplaced-scaffold	na	na	AFGN01000396.1	<>	na	Primary Assembly	3636	na
contig1099_2	unplaced-scaffold	na	na	AFGN01000397.1	<>	na	Primary Assembly	8284	na
contig1100	unplaced-scaffold	na	na	AFGN01000398.1	<>	na	Primary Assembly	3658	na
contig1105	unplaced-scaffold	na	na	AFGN01000399.1	<>	na	Primary Assembly	7008	na
contig1106	unplaced-scaffold	na	na	AFGN01000400.1	<>	na	Primary Assembly	216	na
contig1108	unplaced-scaffold	na	na	AFGN01000401.1	<>	na	Primary Assembly	4453	na
contig1109	unplaced-scaffold	na	na	AFGN01000402.1	<>	na	Primary Assembly	1726	na
contig1110	unplaced-scaffold	na	na	AFGN01000403.1	<>	na	Primary Assembly	719	na
contig1111	unplaced-scaffold	na	na	AFGN01000404.1	<>	na	Primary Assembly	9968	na
contig1117	unplaced-scaffold	na	na	AFGN01000405.1	<>	na	Primary Assembly	7735	na
contig1118_1	unplaced-scaffold	na	na	AFGN01000406.1	<>	na	Primary Assembly	9007	na
contig1118_2	unplaced-scaffold	na	na	AFGN01000407.1	<>	na	Primary Assembly	52422	na
contig1134	unplaced-scaffold	na	na	AFGN01000408.1	<>	na	Primary Assembly	1361	na
contig1135	unplaced-scaffold	na	na	AFGN01000409.1	<>	na	Primary Assembly	679	na
contig1141	unplaced-scaffold	na	na	AFGN01000410.1	<>	na	Primary Assembly	1101	na
contig1142	unplaced-scaffold	na	na	AFGN01000411.1	<>	na	Primary Assembly	7797	na
contig1143	unplaced-scaffold	na	na	AFGN01000412.1	<>	na	Primary Assembly	8087	na
contig1154	unplaced-scaffold	na	na	AFGN01000413.1	<>	na	Primary Assembly	4257	na
contig1155_1	unplaced-scaffold	na	na	AFGN01000414.1	<>	na	Primary Assembly	12789	na
contig1155_2	unplaced-scaffold	na	na	AFGN01000415.1	<>	na	Primary Assembly	26606	na
contig1155_3	unplaced-scaffold	na	na	AFGN01000416.1	<>	na	Primary Assembly	30599	na
contig1157_1	unplaced-scaffold	na	na	AFGN01000417.1	<>	na	Primary Assembly	319	na
contig1157_2	unplaced-scaffold	na	na	AFGN01000418.1	<>	na	Primary Assembly	3792	na
contig1158	unplaced-scaffold	na	na	AFGN01000419.1	<>	na	Primary Assembly	4014	na
contig1159	unplaced-scaffold	na	na	AFGN01000420.1	<>	na	Primary Assembly	6376	na
contig1166	unplaced-scaffold	na	na	AFGN01000421.1	<>	na	Primary Assembly	2249	na
contig1167_1	unplaced-scaffold	na	na	AFGN01000422.1	<>	na	Primary Assembly	8070	na
contig1167_2	unplaced-scaffold	na	na	AFGN01000423.1	<>	na	Primary Assembly	13668	na
contig1169	unplaced-scaffold	na	na	AFGN01000424.1	<>	na	Primary Assembly	588	na
contig1170	unplaced-scaffold	na	na	AFGN01000425.1	<>	na	Primary Assembly	3176	na
contig1175	unplaced-scaffold	na	na	AFGN01000426.1	<>	na	Primary Assembly	2102	na
contig1190	unplaced-scaffold	na	na	AFGN01000427.1	<>	na	Primary Assembly	11342	na
contig1191	unplaced-scaffold	na	na	AFGN01000428.1	<>	na	Primary Assembly	7427	na
contig1192	unplaced-scaffold	na	na	AFGN01000429.1	<>	na	Primary Assembly	1252	na
contig1193	unplaced-scaffold	na	na	AFGN01000430.1	<>	na	Primary Assembly	2306	na
contig1194	unplaced-scaffold	na	na	AFGN01000431.1	<>	na	Primary Assembly	1066	na
contig1195	unplaced-scaffold	na	na	AFGN01000432.1	<>	na	Primary Assembly	16579	na
contig1196	unplaced-scaffold	na	na	AFGN01000433.1	<>	na	Primary Assembly	21477	na
contig1197	unplaced-scaffold	na	na	AFGN01000434.1	<>	na	Primary Assembly	846	na
contig1199	unplaced-scaffold	na	na	AFGN01000435.1	<>	na	Primary Assembly	10833	na
contig1207	unplaced-scaffold	na	na	AFGN01000436.1	<>	na	Primary Assembly	246	na
contig1208	unplaced-scaffold	na	na	AFGN01000437.1	<>	na	Primary Assembly	28504	na
contig1209	unplaced-scaffold	na	na	AFGN01000438.1	<>	na	Primary Assembly	4441	na
contig1210	unplaced-scaffold	na	na	AFGN01000439.1	<>	na	Primary Assembly	519	na
contig1211_1	unplaced-scaffold	na	na	AFGN01000440.1	<>	na	Primary Assembly	71983	na
contig1211_2	unplaced-scaffold	na	na	AFGN01000441.1	<>	na	Primary Assembly	67861	na
contig1219	unplaced-scaffold	na	na	AFGN01000442.1	<>	na	Primary Assembly	776	na
contig1221	unplaced-scaffold	na	na	AFGN01000443.1	<>	na	Primary Assembly	4065	na
contig1223_1	unplaced-scaffold	na	na	AFGN01000444.1	<>	na	Primary Assembly	8751	na
contig1223_2	unplaced-scaffold	na	na	AFGN01000445.1	<>	na	Primary Assembly	25073	na
contig1224	unplaced-scaffold	na	na	AFGN01000446.1	<>	na	Primary Assembly	2825	na
contig1225	unplaced-scaffold	na	na	AFGN01000447.1	<>	na	Primary Assembly	364	na
contig1228	unplaced-scaffold	na	na	AFGN01000448.1	<>	na	Primary Assembly	4140	na
contig1229	unplaced-scaffold	na	na	AFGN01000449.1	<>	na	Primary Assembly	641	na
contig1238_1	unplaced-scaffold	na	na	AFGN01000450.1	<>	na	Primary Assembly	22223	na
contig1238_2	unplaced-scaffold	na	na	AFGN01000451.1	<>	na	Primary Assembly	13798	na
contig1245	unplaced-scaffold	na	na	AFGN01000452.1	<>	na	Primary Assembly	3475	na
contig1246	unplaced-scaffold	na	na	AFGN01000453.1	<>	na	Primary Assembly	16286	na
contig1247	unplaced-scaffold	na	na	AFGN01000454.1	<>	na	Primary Assembly	7143	na
contig1249	unplaced-scaffold	na	na	AFGN01000455.1	<>	na	Primary Assembly	1872	na
contig1250_1	unplaced-scaffold	na	na	AFGN01000456.1	<>	na	Primary Assembly	3307	na
contig1250_2	unplaced-scaffold	na	na	AFGN01000457.1	<>	na	Primary Assembly	5269	na
contig1251	unplaced-scaffold	na	na	AFGN01000458.1	<>	na	Primary Assembly	2013	na
contig1252	unplaced-scaffold	na	na	AFGN01000459.1	<>	na	Primary Assembly	9043	na
contig1253	unplaced-scaffold	na	na	AFGN01000460.1	<>	na	Primary Assembly	1188	na
contig1254	unplaced-scaffold	na	na	AFGN01000461.1	<>	na	Primary Assembly	1867	na
contig1257	unplaced-scaffold	na	na	AFGN01000462.1	<>	na	Primary Assembly	6655	na
contig1258	unplaced-scaffold	na	na	AFGN01000463.1	<>	na	Primary Assembly	11847	na
contig1259	unplaced-scaffold	na	na	AFGN01000464.1	<>	na	Primary Assembly	3103	na
contig1260	unplaced-scaffold	na	na	AFGN01000465.1	<>	na	Primary Assembly	1963	na
contig1261	unplaced-scaffold	na	na	AFGN01000466.1	<>	na	Primary Assembly	715	na
contig1262_1	unplaced-scaffold	na	na	AFGN01000467.1	<>	na	Primary Assembly	11291	na
contig1262_2	unplaced-scaffold	na	na	AFGN01000468.1	<>	na	Primary Assembly	7895	na
contig1269	unplaced-scaffold	na	na	AFGN01000469.1	<>	na	Primary Assembly	23414	na
contig1271	unplaced-scaffold	na	na	AFGN01000470.1	<>	na	Primary Assembly	829	na
contig1272	unplaced-scaffold	na	na	AFGN01000471.1	<>	na	Primary Assembly	23811	na
contig1273	unplaced-scaffold	na	na	AFGN01000472.1	<>	na	Primary Assembly	7542	na
contig1274	unplaced-scaffold	na	na	AFGN01000473.1	<>	na	Primary Assembly	8121	na
contig1275	unplaced-scaffold	na	na	AFGN01000474.1	<>	na	Primary Assembly	2308	na
contig1279	unplaced-scaffold	na	na	AFGN01000475.1	<>	na	Primary Assembly	2427	na
contig1286	unplaced-scaffold	na	na	AFGN01000476.1	<>	na	Primary Assembly	224	na
contig1305	unplaced-scaffold	na	na	AFGN01000477.1	<>	na	Primary Assembly	5625	na
contig1306	unplaced-scaffold	na	na	AFGN01000478.1	<>	na	Primary Assembly	7251	na
contig1307	unplaced-scaffold	na	na	AFGN01000479.1	<>	na	Primary Assembly	2764	na
contig1308	unplaced-scaffold	na	na	AFGN01000480.1	<>	na	Primary Assembly	777	na
contig1309	unplaced-scaffold	na	na	AFGN01000481.1	<>	na	Primary Assembly	1376	na
contig1310	unplaced-scaffold	na	na	AFGN01000482.1	<>	na	Primary Assembly	438	na
contig1313	unplaced-scaffold	na	na	AFGN01000483.1	<>	na	Primary Assembly	8512	na
contig1328	unplaced-scaffold	na	na	AFGN01000484.1	<>	na	Primary Assembly	3876	na
contig1329_1	unplaced-scaffold	na	na	AFGN01000485.1	<>	na	Primary Assembly	7493	na
contig1329_2	unplaced-scaffold	na	na	AFGN01000486.1	<>	na	Primary Assembly	14609	na
contig1329_3	unplaced-scaffold	na	na	AFGN01000487.1	<>	na	Primary Assembly	3818	na
contig1330	unplaced-scaffold	na	na	AFGN01000488.1	<>	na	Primary Assembly	19106	na
contig1331	unplaced-scaffold	na	na	AFGN01000489.1	<>	na	Primary Assembly	4198	na
contig1332	unplaced-scaffold	na	na	AFGN01000490.1	<>	na	Primary Assembly	7958	na
contig1338	unplaced-scaffold	na	na	AFGN01000491.1	<>	na	Primary Assembly	13005	na
contig1340_1	unplaced-scaffold	na	na	AFGN01000492.1	<>	na	Primary Assembly	13686	na
contig1340_2	unplaced-scaffold	na	na	AFGN01000493.1	<>	na	Primary Assembly	35056	na
contig1341	unplaced-scaffold	na	na	AFGN01000494.1	<>	na	Primary Assembly	8616	na
contig1344	unplaced-scaffold	na	na	AFGN01000495.1	<>	na	Primary Assembly	2912	na
contig1345	unplaced-scaffold	na	na	AFGN01000496.1	<>	na	Primary Assembly	297	na
contig1346	unplaced-scaffold	na	na	AFGN01000497.1	<>	na	Primary Assembly	5397	na
contig1347	unplaced-scaffold	na	na	AFGN01000498.1	<>	na	Primary Assembly	3450	na
contig1348	unplaced-scaffold	na	na	AFGN01000499.1	<>	na	Primary Assembly	22844	na
contig1349	unplaced-scaffold	na	na	AFGN01000500.1	<>	na	Primary Assembly	532	na
contig1353	unplaced-scaffold	na	na	AFGN01000501.1	<>	na	Primary Assembly	593	na
contig1354	unplaced-scaffold	na	na	AFGN01000502.1	<>	na	Primary Assembly	4071	na
contig1355	unplaced-scaffold	na	na	AFGN01000503.1	<>	na	Primary Assembly	10273	na
contig1362	unplaced-scaffold	na	na	AFGN01000504.1	<>	na	Primary Assembly	5993	na
contig1363	unplaced-scaffold	na	na	AFGN01000505.1	<>	na	Primary Assembly	3709	na
contig1367	unplaced-scaffold	na	na	AFGN01000506.1	<>	na	Primary Assembly	3060	na
contig1370	unplaced-scaffold	na	na	AFGN01000507.1	<>	na	Primary Assembly	12701	na
contig1371	unplaced-scaffold	na	na	AFGN01000508.1	<>	na	Primary Assembly	7351	na
contig1372_2	unplaced-scaffold	na	na	AFGN01000509.1	<>	na	Primary Assembly	2559	na
contig1379_1	unplaced-scaffold	na	na	AFGN01000510.1	<>	na	Primary Assembly	5480	na
contig1379_2	unplaced-scaffold	na	na	AFGN01000511.1	<>	na	Primary Assembly	6328	na
contig1380	unplaced-scaffold	na	na	AFGN01000512.1	<>	na	Primary Assembly	207	na
contig1383	unplaced-scaffold	na	na	AFGN01000513.1	<>	na	Primary Assembly	617	na
contig1384	unplaced-scaffold	na	na	AFGN01000514.1	<>	na	Primary Assembly	1829	na
contig1386	unplaced-scaffold	na	na	AFGN01000515.1	<>	na	Primary Assembly	11943	na
contig1387	unplaced-scaffold	na	na	AFGN01000516.1	<>	na	Primary Assembly	1293	na
contig1388	unplaced-scaffold	na	na	AFGN01000517.1	<>	na	Primary Assembly	1365	na
contig1389	unplaced-scaffold	na	na	AFGN01000518.1	<>	na	Primary Assembly	2620	na
contig1393	unplaced-scaffold	na	na	AFGN01000519.1	<>	na	Primary Assembly	11713	na
contig1396	unplaced-scaffold	na	na	AFGN01000520.1	<>	na	Primary Assembly	67707	na
contig1397	unplaced-scaffold	na	na	AFGN01000521.1	<>	na	Primary Assembly	2316	na
contig1407	unplaced-scaffold	na	na	AFGN01000522.1	<>	na	Primary Assembly	4107	na
contig1408	unplaced-scaffold	na	na	AFGN01000523.1	<>	na	Primary Assembly	6027	na
contig1409	unplaced-scaffold	na	na	AFGN01000524.1	<>	na	Primary Assembly	588	na
contig1410	unplaced-scaffold	na	na	AFGN01000525.1	<>	na	Primary Assembly	662	na
contig1411	unplaced-scaffold	na	na	AFGN01000526.1	<>	na	Primary Assembly	2109	na
contig1414	unplaced-scaffold	na	na	AFGN01000527.1	<>	na	Primary Assembly	483	na
contig1425	unplaced-scaffold	na	na	AFGN01000528.1	<>	na	Primary Assembly	14434	na
contig1426_1	unplaced-scaffold	na	na	AFGN01000529.1	<>	na	Primary Assembly	23287	na
contig1426_2	unplaced-scaffold	na	na	AFGN01000530.1	<>	na	Primary Assembly	13124	na
contig1426_3	unplaced-scaffold	na	na	AFGN01000531.1	<>	na	Primary Assembly	3614	na
contig1427	unplaced-scaffold	na	na	AFGN01000532.1	<>	na	Primary Assembly	10504	na
contig1428	unplaced-scaffold	na	na	AFGN01000533.1	<>	na	Primary Assembly	3388	na
contig1432	unplaced-scaffold	na	na	AFGN01000534.1	<>	na	Primary Assembly	1837	na
contig1433	unplaced-scaffold	na	na	AFGN01000535.1	<>	na	Primary Assembly	4566	na
contig1434	unplaced-scaffold	na	na	AFGN01000536.1	<>	na	Primary Assembly	8781	na
contig1435	unplaced-scaffold	na	na	AFGN01000537.1	<>	na	Primary Assembly	2546	na
contig1436	unplaced-scaffold	na	na	AFGN01000538.1	<>	na	Primary Assembly	1514	na
contig1437	unplaced-scaffold	na	na	AFGN01000539.1	<>	na	Primary Assembly	3448	na
contig1439	unplaced-scaffold	na	na	AFGN01000540.1	<>	na	Primary Assembly	2894	na
contig1455	unplaced-scaffold	na	na	AFGN01000541.1	<>	na	Primary Assembly	1178	na
contig1456	unplaced-scaffold	na	na	AFGN01000542.1	<>	na	Primary Assembly	3109	na
contig1465	unplaced-scaffold	na	na	AFGN01000543.1	<>	na	Primary Assembly	1028	na
contig1466_1	unplaced-scaffold	na	na	AFGN01000544.1	<>	na	Primary Assembly	6485	na
contig1466_2	unplaced-scaffold	na	na	AFGN01000545.1	<>	na	Primary Assembly	16906	na
contig1467	unplaced-scaffold	na	na	AFGN01000546.1	<>	na	Primary Assembly	6697	na
contig1469	unplaced-scaffold	na	na	AFGN01000547.1	<>	na	Primary Assembly	7625	na
contig1470_1	unplaced-scaffold	na	na	AFGN01000548.1	<>	na	Primary Assembly	3211	na
contig1470_2	unplaced-scaffold	na	na	AFGN01000549.1	<>	na	Primary Assembly	3404	na
contig1495_1	unplaced-scaffold	na	na	AFGN01000550.1	<>	na	Primary Assembly	15273	na
contig1495_2	unplaced-scaffold	na	na	AFGN01000551.1	<>	na	Primary Assembly	8123	na
contig1504	unplaced-scaffold	na	na	AFGN01000552.1	<>	na	Primary Assembly	2663	na
contig1505	unplaced-scaffold	na	na	AFGN01000553.1	<>	na	Primary Assembly	1833	na
contig1506	unplaced-scaffold	na	na	AFGN01000554.1	<>	na	Primary Assembly	4176	na
contig1507	unplaced-scaffold	na	na	AFGN01000555.1	<>	na	Primary Assembly	9195	na
contig1508_1	unplaced-scaffold	na	na	AFGN01000556.1	<>	na	Primary Assembly	1413	na
contig1508_2	unplaced-scaffold	na	na	AFGN01000557.1	<>	na	Primary Assembly	300	na
contig1508_3	unplaced-scaffold	na	na	AFGN01000558.1	<>	na	Primary Assembly	289	na
